,node_number,x_loc,y_loc,z_loc,x_disp,y_disp,z_disp
0,1,0.16168,0.8657799999999999,0.0,0.00059307,0.00017434,0.0
1,2,0.0,0.0,0.0,0.0021847,-8.1717e-05,0.0
2,3,0.15259,0.81709,0.0,0.00067658,0.00015879,0.0
3,4,0.1435,0.76839,0.0,0.00076109,0.0001419,0.0
4,5,0.1344,0.7197,0.0,0.00084433,0.00012123,0.0
5,6,0.12531,0.67101,0.0,0.00092073,9.513200000000001e-05,0.0
6,7,0.11622,0.62231,0.0,0.00098155,6.3402e-05,0.0
7,8,0.10712,0.57362,0.0,0.001007,2.6198000000000002e-05,0.0
8,9,0.097899,0.52422,0.0,0.0009846,1.1765999999999999e-05,0.0
9,10,0.087086,0.46631999999999996,0.0,0.00098085,1.638e-05,0.0
10,11,0.074519,0.39903,0.0,0.00098085,1.638e-05,0.0
11,12,0.063724,0.34123000000000003,0.0,0.00098085,1.638e-05,0.0
12,13,0.054501999999999995,0.29184,0.0,0.001029,7.3868e-05,0.0
13,14,0.045408,0.24315,0.0,0.0013129,0.00011292,0.0
14,15,0.036315,0.19446,0.0,0.0015360999999999999,6.269e-05,0.0
15,16,0.027221,0.14576,0.0,0.0017136,1.7337e-05,0.0
16,17,0.018128000000000002,0.097071,0.0,0.0018737000000000003,-2.0901e-05,0.0
17,18,0.009034499999999999,0.048378,0.0,0.0020293,-5.2727e-05,0.0
18,19,-1.5216,0.7155199999999999,0.0,0.0011437,-0.0024614,0.0
19,20,-1.4728,0.71987,0.0,0.0011385,-0.0024038,0.0
20,21,-1.4240000000000002,0.72423,0.0,0.0011334000000000001,-0.0023461,0.0
21,22,-1.3752,0.72859,0.0,0.0011282,-0.0022885,0.0
22,23,-1.3264,0.7329399999999999,0.0,0.0011231,-0.0022308000000000002,0.0
23,24,-1.2776,0.7373,0.0,0.0011179,-0.0021732,0.0
24,25,-1.2288,0.74166,0.0,0.0011128,-0.0021155,0.0
25,26,-1.18,0.7460100000000001,0.0,0.0011075999999999998,-0.0020578000000000003,0.0
26,27,-1.1267,0.7507699999999999,0.0,0.001102,-0.0019949,0.0
27,28,-1.062,0.75654,0.0,0.0010954,-0.0019183,0.0
28,29,-0.9833200000000001,0.76357,0.0,0.0010876,-0.0018257999999999998,0.0
29,30,-0.88774,0.7721,0.0,0.0010785999999999999,-0.0017155999999999999,0.0
30,31,-0.78467,0.7813,0.0,0.0010665999999999998,-0.0016024999999999998,0.0
31,32,-0.6814,0.79052,0.0,0.0010421,-0.0014974,0.0
32,33,-0.57813,0.79974,0.0,0.00098518,-0.0013909,0.0
33,34,-0.47494,0.80895,0.0,0.00087589,-0.0012364000000000001,0.0
34,35,-0.37854,0.8175600000000001,0.0,0.00075622,-0.001023,0.0
35,36,-0.29874,0.82468,0.0,0.00068241,-0.00080321,0.0
36,37,-0.23317,0.8305299999999999,0.0,0.00064414,-0.00062478,0.0
37,38,-0.17991,0.83529,0.0,0.00062573,-0.00048784,0.0
38,39,-0.13111,0.8396399999999999,0.0,0.0006157999999999999,-0.00037078,0.0
39,40,-0.082312,0.8440000000000001,0.0,0.00061146,-0.00026260000000000004,0.0
40,41,-0.033511,0.84836,0.0,0.00061058,-0.00016415,0.0
41,42,0.01529,0.8527100000000001,0.0,0.00061002,-7.473e-05,0.0
42,43,0.064091,0.8570700000000001,0.0,0.00060688,8.8594e-06,0.0
43,44,0.11289,0.8614200000000001,0.0,0.00060056,9.110200000000001e-05,0.0
44,45,-0.045683,0.021481999999999998,0.0,0.0021152,-0.00022925,0.0
45,46,-0.09136699999999999,0.042963999999999995,0.0,0.0020434,-0.00037588,0.0
46,47,-0.13705,0.064446,0.0,0.0019707,-0.00051524,0.0
47,48,-0.18273,0.08592799999999999,0.0,0.0019037,-0.00064384,0.0
48,49,-0.22841999999999998,0.10740999999999999,0.0,0.0018477,-0.00076499,0.0
49,50,-0.2741,0.12889,0.0,0.0018011,-0.00088485,0.0
50,51,-0.32051,0.15072,0.0,0.0017569000000000003,-0.0010077,0.0
51,52,-0.37313,0.17545999999999998,0.0,0.0017010000000000003,-0.0011366,0.0
52,53,-0.43878,0.20633,0.0,0.001629,-0.0012574,0.0
53,54,-0.51959,0.24433000000000002,0.0,0.0015639,-0.0013265,0.0
54,55,-0.6144,0.28891,0.0,0.0015581,-0.0013747,0.0
55,56,-0.71107,0.33437,0.0,0.0015670999999999999,-0.0014707000000000001,0.0
56,57,-0.80775,0.37983,0.0,0.0015414,-0.0015994000000000002,0.0
57,58,-0.9044200000000001,0.42528999999999995,0.0,0.0014904000000000002,-0.0017269000000000002,0.0
58,59,-0.9977600000000001,0.46918000000000004,0.0,0.0014362,-0.0018419,0.0
59,60,-1.0796,0.50765,0.0,0.0013896,-0.0019393000000000001,0.0
60,61,-1.1457,0.53873,0.0,0.0013526,-0.0020174,0.0
61,62,-1.2003,0.56445,0.0,0.0013222000000000002,-0.0020819000000000002,0.0
62,63,-1.2473,0.58653,0.0,0.0012961,-0.0021374000000000002,0.0
63,64,-1.2930000000000001,0.60801,0.0,0.0012707,-0.0021913,0.0
64,65,-1.3387,0.62949,0.0,0.0012453,-0.0022453000000000004,0.0
65,66,-1.3843,0.6509699999999999,0.0,0.0012199,-0.0022993,0.0
66,67,-1.43,0.67245,0.0,0.0011945,-0.0023531999999999997,0.0
67,68,-1.4757,0.69394,0.0,0.0011692,-0.0024072,0.0
68,69,-0.1633,0.28315999999999997,0.0,0.001322,-0.00051023,0.0
69,70,-0.14709,0.30915,0.0,0.0012101,-0.00045033,0.0
70,71,-0.05714299999999999,0.6390399999999999,0.0,0.00096502,-0.00020039,0.0
71,72,-0.66774,0.63962,0.0,0.0012477,-0.0014761,0.0
72,73,-0.26059,0.5365,0.0,0.0012237,-0.00071481,0.0
73,74,-0.16021,0.34857,0.0,0.0011639,-0.00043406,0.0
74,75,-0.18955999999999998,0.32727,0.0,0.0012174000000000002,-0.00047995,0.0
75,76,-0.21101999999999999,0.3828,0.0,0.0011639,-0.00043406,0.0
76,77,-0.12359,0.34106,0.0,0.0011639,-0.00043406,0.0
77,78,-0.10141,0.65299,0.0,0.00096613,-0.00031438,0.0
78,79,-0.093967,0.61224,0.0,0.0010215,-0.00029792,0.0
79,80,-0.15014,0.57307,0.0,0.0011295,-0.00044504,0.0
80,81,-0.1739,0.5139100000000001,0.0,0.0011639,-0.00043406,0.0
81,82,-0.15567999999999999,0.39655,0.0,0.0011639,-0.00043406,0.0
82,83,-0.17845,0.64136,0.0,0.0010325999999999998,-0.00049924,0.0
83,84,-0.14332,0.63565,0.0,0.001025,-0.00042496,0.0
84,85,-0.11757000000000001,0.29763,0.0,0.0012199,-0.00043966,0.0
85,86,-0.12600999999999998,0.2556,0.0,0.0013667,-0.00046283,0.0
86,87,-0.14205,0.21795,0.0,0.0015007999999999998,-0.00051333,0.0
87,88,-0.053489999999999996,0.67357,0.0,0.00091979,-0.00019321,0.0
88,89,-0.0080533,0.67714,0.0,0.00091283,-9.9065e-05,0.0
89,90,-0.21911999999999998,0.29181,0.0,0.0013875,-0.00065553,0.0
90,91,-0.25716,0.34913,0.0,0.0013402000000000002,-0.00074601,0.0
91,92,-0.2922,0.41286999999999996,0.0,0.0013425000000000002,-0.00089879,0.0
92,93,-0.33943,0.49213,0.0,0.001423,-0.0011748,0.0
93,94,-0.023763999999999997,0.63178,0.0,0.00097187,-0.00011123,0.0
94,95,-0.055334,0.58978,0.0,0.0010286,-0.000177,0.0
95,96,-0.085575,0.54661,0.0,0.0011639,-0.00043406,0.0
96,97,-0.10112,0.49863999999999997,0.0,0.0011639,-0.00043406,0.0
97,98,-0.096678,0.39148,0.0,0.0011639,-0.00043406,0.0
98,99,-0.080848,0.28739000000000003,0.0,0.0012469000000000002,-0.00041903,0.0
99,100,-0.29211,0.59133,0.0,0.001186,-0.00083701,0.0
100,101,-0.24322,0.63751,0.0,0.0010698,-0.00066865,0.0
101,102,-0.19295,0.6731600000000001,0.0,0.00098025,-0.00053356,0.0
102,103,-0.09590900000000001,0.7025100000000001,0.0,0.00088528,-0.00029396,0.0
103,104,-0.087232,0.24008000000000002,0.0,0.0013974,-0.00037183,0.0
104,105,-0.048118,0.7138899999999999,0.0,0.00085691,-0.00018654,0.0
105,106,-0.15786,0.17734,0.0,0.0016359000000000002,-0.00056567,0.0
106,107,0.034562,0.6734899999999999,0.0,0.00092021,-2.8911999999999997e-05,0.0
107,108,-0.099148,0.19542,0.0,0.0015559,-0.00040474,0.0
108,109,-0.0015210999999999998,0.7195699999999999,0.0,0.00084587,-9.638e-05,0.0
109,110,-0.24638000000000002,0.24821999999999997,0.0,0.0015138,-0.00078558,0.0
110,111,-0.28991,0.29511,0.0,0.0014635,-0.00091829,0.0
111,112,-0.33516,0.34879,0.0,0.0014389000000000001,-0.0010875,0.0
112,113,-0.38286,0.40299999999999997,0.0,0.0014682,-0.0012978,0.0
113,114,-0.45198,0.45714,0.0,0.0014682,-0.0012978,0.0
114,115,-0.0021793000000000003,0.5785100000000001,0.0,0.0010251,-2.4074e-05,0.0
