,node_number,named_selection,x_loc,y_loc,z_loc,x_disp,y_disp,z_disp,x_force,y_force,z_force
0,1,-1,-0.43435,-1.2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,-1,-0.41763,-1.1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,-1,-0.4009,-1.1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,-1,-0.38418,-1.0813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,-1,-0.36745,-1.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,-1,-0.35072,-0.98714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,-1,-0.33399999999999996,-0.94006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,-1,-0.31671,-0.89141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,-1,-0.29725,-0.83662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,11,3,-0.2751,-0.7742899999999999,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
11,12,3,-0.25181,-0.7087399999999999,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
12,13,3,-0.22851999999999997,-0.6431899999999999,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
13,14,2,-0.20523000000000002,-0.57763,0.0,-0.0006263717201558081,0.000787294072467328,0.0,0.0,0.0,0.0
14,15,2,-0.18194000000000002,-0.51208,0.0,-0.0006263717201558081,0.000787294072467328,0.0,0.0,0.0,0.0
15,16,2,-0.15865,-0.44653000000000004,0.0,-0.0006263717201558081,0.000787294072467328,0.0,0.0,0.0,0.0
16,17,2,-0.13681,-0.38506,0.0,-0.0006263717201558081,0.000787294072467328,0.0,0.0,0.0,0.0
17,18,1,-0.11760999999999999,-0.33103,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
18,19,1,-0.10034,-0.28243,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
19,20,1,-0.083619,-0.23535,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
20,21,1,-0.06689400000000001,-0.18828,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
21,22,1,-0.050168,-0.1412,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
22,23,-1,-0.033443,-0.094126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24,-1,-0.016717,-0.047051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25,-1,-0.8224299999999999,-0.8862399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,26,-1,-0.033566000000000006,-0.036170999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,27,-1,-0.067133,-0.072341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,28,1,-0.1007,-0.10851,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
28,29,1,-0.13427,-0.14468,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
29,30,1,-0.16783,-0.18085,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
30,31,1,-0.20140999999999998,-0.21704,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
31,32,-1,-0.23590999999999998,-0.25421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,33,-1,-0.27368000000000003,-0.29491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,34,-1,-0.31766,-0.34231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,35,-1,-0.36433000000000004,-0.3926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,36,-1,-0.41107,-0.44297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,37,-1,-0.45781000000000005,-0.49333999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,38,-1,-0.50453,-0.54368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,39,-1,-0.54889,-0.59148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40,-1,-0.58638,-0.63188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,41,-1,-0.6209100000000001,-0.66909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,42,-1,-0.65455,-0.70534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,43,-1,-0.68812,-0.74151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,44,-1,-0.72168,-0.77768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,45,-1,-0.75525,-0.81385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,46,-1,-0.78882,-0.8500200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,47,-1,-0.78362,-0.9198700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,48,-1,-0.7448100000000001,-0.9535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,49,-1,-0.70601,-0.9871200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,50,-1,-0.6672,-1.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,51,-1,-0.62839,-1.0544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,52,-1,-0.58958,-1.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,53,-1,-0.55078,-1.1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,54,-1,-0.51197,-1.1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,55,-1,-0.47316,-1.1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,56,-1,-0.46016999999999997,-0.8611700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,57,-1,-0.4537,-0.8881899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,58,-1,-0.4289,-0.84865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,59,-1,-0.42783000000000004,-0.8952899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,60,-1,-0.39857,-0.9047299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,61,-1,-0.4984,-0.8789899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,62,-1,-0.5555399999999999,-0.87655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,63,-1,-0.5211600000000001,-0.84524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,64,-1,-0.52653,-0.9101899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,65,-1,-0.49618999999999996,-0.94021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,66,-1,-0.47151000000000004,-0.90505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,67,-1,-0.43814,-0.79986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,68,-1,-0.52067,-0.97649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,69,-1,-0.58425,-0.8420200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,70,-1,-0.5533600000000001,-0.9447200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,71,-1,-0.58532,-0.9113600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,72,-1,-0.45795,-0.75116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,73,-1,-0.46546000000000004,-0.96847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,74,-1,-0.48715,-1.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,75,-1,-0.61771,-0.8774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,76,3,-0.36088000000000003,-0.66338,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
76,77,3,-0.39682,-0.72717,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
77,78,3,-0.39221999999999996,-0.79364,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
78,79,-1,-0.44458000000000003,-0.9333299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,80,-1,-0.43311000000000005,-0.9929100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,81,-1,-0.45286000000000004,-1.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,82,-1,-0.50838,-1.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,83,-1,-0.54378,-1.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,84,-1,-0.5787399999999999,-0.98075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,85,-1,-0.61328,-0.9475100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,86,-1,-0.6483300000000001,-0.91379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,87,-1,-0.61587,-0.80783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,88,-1,-0.53681,-0.7399399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,89,-1,-0.49117,-0.7076399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,90,3,-0.44714,-0.67264,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
90,91,-1,-0.3693,-0.5725100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,92,2,-0.31645999999999996,-0.5221100000000001,0.0,-0.0006263717201558081,0.000787294072467328,0.0,0.0,0.0,0.0
92,93,-1,-0.47258,-1.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,94,-1,-0.68315,-0.88034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,95,1,-0.11722,-0.23526999999999998,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
95,96,1,-0.13957999999999998,-0.27152,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
96,97,1,-0.16111,-0.31298000000000004,0.0,-8.251663947755451e-05,-0.000152431404995804,0.0,0.0,0.0,0.0
97,98,2,-0.19015,-0.36756,0.0,-0.0006263717201558081,0.000787294072467328,0.0,0.0,0.0,0.0
98,99,2,-0.21895,-0.424,0.0,-0.0006263717201558081,0.000787294072467328,0.0,0.0,0.0,0.0
99,100,2,-0.25327,-0.56235,0.0,-0.0006263717201558081,0.000787294072467328,0.0,0.0,0.0,0.0
100,101,3,-0.27856,-0.62981,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
101,102,3,-0.30735999999999997,-0.68982,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
102,103,3,-0.33026,-0.74775,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
103,104,3,-0.34483,-0.80885,0.0,-0.000567550998827506,-0.000861181885632472,0.0,0.0,0.0,0.0
104,105,-1,-0.35367,-0.86479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,106,-1,-0.36619,-0.9189700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,107,-1,-0.38238,-0.96814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,108,-1,-0.40076,-1.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,109,-1,-0.41858,-1.0586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,110,-1,-0.43651999999999996,-1.1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,111,-1,-0.45487,-1.1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,112,-1,-0.49208999999999997,-1.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,113,-1,-0.52941,-1.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,114,-1,-0.5666,-1.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,115,-1,-0.6041,-1.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,116,-1,-0.6408699999999999,-0.98406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,117,-1,-0.6775399999999999,-0.95049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,118,-1,-0.71433,-0.9169700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,119,-1,-0.71872,-0.84714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,120,-1,-0.68548,-0.8105399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,121,-1,-0.65068,-0.7744300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,122,-1,-0.61444,-0.7387600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
